custom_date,PM10 (ug/m3),PM2.5 (ug/m3),NO2 (ug/m3),Ozone (ug/m3),CO (mg/m3),SO2 (ug/m3),NH3 (ug/m3),NOx (ppb),PM10_SubIndex,PM2.5_SubIndex,NO2_SubIndex,O3_SubIndex,CO_SubIndex,SO2_SubIndex,NH3_SubIndex,AQI
2017-03-22,80.8,42.24,100.5,16.8,0.98,5.28,7.03,69.73,80.8,50.68,100.5,16.8,49.0,6.6,1.76,100.5
2017-03-23,89.62,48.09,122.9,16.71,1.09,8.18,7.91,79.79,89.62,60.57,122.9,16.71,,10.22,1.98,122.9
2017-03-24,82.63,39.43,126.02,17.91,0.88,4.6,8.58,81.14,82.63,45.93,126.02,17.91,44.0,5.75,2.15,126.02
2017-03-25,85.56,36.61,120.54,17.41,0.83,5.29,9.02,72.88,85.56,41.17,120.54,17.41,41.5,6.61,2.25,120.54
2017-03-26,72.14,35.47,132.72,17.28,0.88,5.46,7.97,92.21,72.14,39.24,132.72,17.28,44.0,6.83,1.99,132.72
2017-03-27,49.97,18.8,96.52,17.1,0.75,4.04,8.89,60.79,49.97,31.33,96.52,17.1,37.5,5.05,2.22,96.52
2017-03-28,49.2,19.32,78.71,16.98,0.8,8.29,8.44,49.68,49.2,32.2,88.64,16.98,40.0,10.36,2.11,88.64
2017-03-29,48.89,22.78,80.74,16.95,0.73,5.09,7.58,48.5,48.89,37.97,,16.95,36.5,6.36,1.9,48.89
2017-03-30,56.21,19.47,81.82,17.09,0.7,6.94,6.45,48.97,56.21,32.45,81.82,17.09,35.0,8.68,1.61,81.82
2017-03-31,58.95,20.02,79.97,17.15,0.79,4.88,6.77,50.27,58.95,33.37,90.22,17.15,39.5,6.1,1.69,90.22
2017-04-01,76.69,31.4,78.52,16.81,0.78,10.51,7.34,46.11,76.69,32.37,88.4,16.81,39.0,13.14,1.83,88.4
2017-04-02,63.71,28.11,77.17,17.04,0.77,7.14,6.5,45.27,63.71,46.85,86.7,17.04,38.5,8.92,1.62,86.7
2017-04-03,50.81,16.83,63.45,16.75,1.03,5.96,6.89,37.84,,28.05,69.46,16.75,,7.45,1.72,69.46
2017-04-04,62.48,27.83,72.14,17.43,0.85,5.06,8.21,43.74,62.48,46.38,80.38,17.43,42.5,6.32,2.05,80.38
2017-04-05,84.57,37.1,76.6,17.31,0.85,5.72,7.96,45.98,84.57,42.0,85.98,17.31,42.5,7.15,1.99,85.98
2017-04-06,73.1,32.98,62.12,17.28,0.87,6.41,7.77,38.08,73.1,35.04,67.79,17.28,43.5,8.01,1.94,73.1
2017-04-07,97.21,45.0,65.97,16.98,1.12,7.86,7.13,43.36,97.21,55.34,72.63,16.98,7.53,9.83,1.78,97.21
2017-04-08,95.37,40.82,59.64,17.1,0.9,8.28,7.08,37.06,95.37,48.28,64.68,17.1,45.0,10.35,1.77,95.37
2017-04-09,106.77,47.26,55.53,17.07,0.85,8.52,7.4,34.63,104.5,59.16,59.51,17.07,42.5,10.65,1.85,104.5
2017-04-10,101.26,49.44,58.3,16.95,0.91,7.58,6.63,37.02,100.84,62.85,62.99,16.95,45.5,9.47,1.66,100.84
2017-04-11,112.38,52.21,76.56,17.39,1.01,8.5,6.68,52.56,108.23,67.53,85.93,17.39,,10.62,1.67,108.23
2017-04-12,111.76,55.39,71.34,17.11,0.9,8.45,7.09,46.55,107.81,72.9,79.38,17.11,45.0,10.56,1.77,107.81
2017-04-13,110.23,50.81,83.21,16.93,1.19,8.27,7.1,57.21,106.8,65.16,83.21,16.93,11.34,10.34,1.77,106.8
2017-04-14,104.37,54.58,101.22,16.95,1.06,7.67,7.47,66.25,102.9,71.53,101.22,16.95,,9.59,1.87,102.9
2017-04-15,131.52,62.16,76.61,16.72,0.94,8.99,8.53,44.66,120.94,67.37,86.0,16.72,47.0,11.24,2.13,120.94
2017-04-16,125.3,65.42,84.68,17.02,1.36,9.51,7.59,56.93,116.81,78.5,84.68,17.02,20.6,11.89,1.9,116.81
2017-04-17,96.85,46.06,68.82,16.88,0.51,5.33,6.87,42.02,96.85,57.14,76.21,16.88,25.5,6.66,1.72,96.85
2017-04-18,112.13,49.8,63.46,16.79,0.54,8.46,7.62,38.23,108.06,63.46,69.48,16.79,27.0,10.58,1.91,108.06
2017-04-19,116.09,49.18,64.98,16.78,1.05,5.67,7.82,45.47,110.69,62.41,71.39,16.78,,7.09,1.96,110.69
2017-04-20,90.66,42.09,48.98,16.71,0.9,5.67,8.55,31.91,90.66,50.43,51.28,16.71,45.0,7.09,2.14,90.66
2017-04-21,78.58,42.73,66.5,16.7,0.94,4.25,8.22,46.22,78.58,51.51,73.29,16.7,47.0,5.31,2.06,78.58
2017-04-22,95.33,42.76,77.2,17.09,1.55,5.14,7.75,51.68,95.33,51.56,86.74,17.09,30.94,6.42,1.94,95.33
2017-04-23,102.02,46.02,71.19,17.38,0.98,6.27,7.86,45.91,101.34,57.07,79.19,17.38,49.0,7.84,1.97,101.34
2017-04-24,119.27,50.08,72.84,16.83,1.0,6.97,7.88,48.2,112.8,63.93,81.26,16.83,50.0,8.71,1.97,112.8
2017-04-25,88.69,43.83,62.38,17.05,0.9,6.25,7.88,39.59,88.69,53.37,68.12,17.05,45.0,7.81,1.97,88.69
2017-04-26,89.49,40.43,61.67,16.92,0.91,7.09,8.16,37.44,89.49,47.62,67.23,16.92,45.5,8.86,2.04,89.49
2017-04-27,95.72,44.51,50.51,18.36,0.81,6.03,11.84,29.4,95.72,54.52,53.2,18.36,40.5,7.54,2.96,95.72
2017-04-28,96.64,48.01,72.02,18.42,1.0,4.11,9.25,49.32,96.64,60.43,80.23,18.42,50.0,5.14,2.31,96.64
2017-04-29,74.3,35.2,64.88,18.55,0.92,5.24,8.13,40.57,74.3,38.79,71.26,18.55,46.0,6.55,2.03,74.3
2017-04-30,72.06,34.07,67.02,18.37,0.92,4.49,8.02,43.94,72.06,36.88,73.95,18.37,46.0,5.61,2.0,73.95
2017-05-01,72.56,34.53,56.01,17.62,0.85,6.04,8.18,38.09,72.56,37.65,60.12,17.62,42.5,7.55,2.04,72.56
2017-05-02,73.51,30.06,45.07,17.59,0.73,5.95,7.64,29.78,73.51,,46.37,17.59,36.5,7.44,1.91,73.51
2017-05-03,59.3,22.66,42.24,17.87,0.69,9.58,6.58,27.34,59.3,37.77,42.81,17.87,34.5,11.97,1.65,59.3
2017-05-04,64.76,21.95,46.34,17.97,0.79,8.69,6.2,30.0,64.76,36.58,47.97,17.97,39.5,10.86,1.55,64.76
2017-05-05,65.17,27.93,42.19,18.76,0.82,10.82,6.34,27.21,65.17,46.55,42.75,18.76,41.0,13.53,1.58,65.17
2017-05-06,57.08,22.35,41.54,17.85,0.36,5.82,6.76,26.54,57.08,37.25,41.93,17.85,18.0,7.28,1.69,57.08
2017-05-07,58.93,26.98,46.31,17.91,0.8,4.0,6.73,31.5,58.93,44.97,47.93,17.91,40.0,5.0,1.68,58.93
2017-05-08,50.89,24.5,55.35,19.07,0.84,5.22,5.57,35.66,,40.83,59.29,19.07,42.0,6.52,1.39,59.29
2017-05-09,60.71,27.5,44.04,18.46,0.82,4.63,5.82,27.52,60.71,45.83,45.08,18.46,41.0,5.79,1.46,60.71
2017-05-10,74.17,37.07,56.82,17.82,0.99,6.1,6.34,37.91,74.17,41.95,61.13,17.82,49.5,7.62,1.58,74.17
2017-05-11,55.55,25.64,42.6,18.08,0.78,8.8,5.5,27.08,55.55,42.73,43.27,18.08,39.0,11.0,1.38,55.55
2017-05-12,45.46,18.49,40.67,17.32,0.79,5.74,6.2,27.31,45.46,30.82,,17.32,39.5,7.18,1.55,45.46
2017-05-13,58.07,22.52,51.58,17.77,1.06,5.08,5.73,35.22,58.07,37.53,54.55,17.77,,6.35,1.43,58.07
2017-05-14,89.3,43.18,55.07,18.55,0.99,6.97,5.5,35.8,89.3,52.27,58.93,18.55,49.5,8.71,1.38,89.3
2017-05-15,,,23.89,19.14,0.33,4.32,3.92,13.33,,,29.86,19.14,16.5,5.4,0.98,
2017-05-16,,,,,,,,,,,,,,,,
2017-05-17,,,,,,,,,,,,,,,,
2017-05-18,89.97,35.03,54.17,17.3,1.27,6.74,5.97,32.5,89.97,38.5,57.8,17.3,15.7,8.43,1.49,89.97
2017-05-19,61.9,26.69,46.67,17.61,0.49,5.92,5.28,29.17,61.9,44.48,48.38,17.61,24.5,7.4,1.32,61.9
2017-05-20,64.03,27.75,46.45,17.45,0.89,4.4,5.02,28.69,64.03,46.25,48.1,17.45,44.5,5.5,1.25,64.03
2017-05-21,70.69,29.14,50.15,17.35,0.95,4.82,4.94,32.12,70.69,48.57,52.75,17.35,47.5,6.03,1.24,70.69
2017-05-22,73.42,35.37,47.34,18.01,0.49,5.4,5.71,28.43,73.42,39.07,49.22,18.01,24.5,6.75,1.43,73.42
2017-05-23,79.59,39.19,44.01,17.71,0.52,7.2,6.29,24.28,79.59,45.53,45.04,17.71,26.0,9.0,1.57,79.59
2017-05-24,88.5,46.24,44.03,18.05,0.56,6.63,6.06,23.95,88.5,57.44,45.06,18.05,28.0,8.29,1.51,88.5
2017-05-25,86.39,40.81,43.5,17.86,0.54,6.54,6.11,25.5,86.39,48.27,44.4,17.86,27.0,8.18,1.53,86.39
2017-05-26,67.59,29.21,45.14,17.47,0.47,4.61,5.46,27.2,67.59,48.68,46.46,17.47,23.5,5.76,1.36,67.59
2017-05-27,63.32,25.84,43.3,17.66,0.37,4.41,4.92,26.43,63.32,43.07,44.15,17.66,18.5,5.51,1.23,63.32
2017-05-28,66.12,22.56,47.75,17.41,0.47,5.74,4.31,30.82,66.12,37.6,49.74,17.41,23.5,7.18,1.08,66.12
2017-05-29,53.73,17.0,44.2,17.63,0.34,4.1,3.97,29.14,53.73,28.33,45.28,17.63,17.0,5.12,0.99,53.73
2017-05-30,62.12,17.5,36.76,18.35,0.27,4.17,3.86,24.03,62.12,29.17,45.95,18.35,13.5,5.21,0.96,62.12
2017-05-31,56.53,19.82,38.07,18.39,0.33,4.61,3.73,24.15,56.53,33.03,47.59,18.39,16.5,5.76,0.93,56.53
2017-06-01,41.27,15.7,39.36,17.46,0.42,4.28,4.04,24.71,41.27,26.17,49.2,17.46,21.0,5.35,1.01,49.2
2017-06-02,44.31,17.47,35.12,17.83,0.43,5.21,4.5,20.7,44.31,29.12,43.9,17.83,21.5,6.51,1.12,44.31
2017-06-03,26.49,10.83,38.77,17.65,0.42,3.26,4.02,23.64,26.49,18.05,48.46,17.65,21.0,4.07,1.0,48.46
2017-06-04,32.31,12.61,38.96,17.97,0.4,5.02,4.03,24.44,32.31,21.02,48.7,17.97,20.0,6.27,1.01,48.7
2017-06-05,42.2,15.5,35.31,17.65,0.38,3.31,3.82,22.2,42.2,25.83,44.14,17.65,19.0,4.14,0.95,44.14
2017-06-06,52.14,18.5,33.58,17.08,0.44,3.39,4.35,22.1,52.14,30.83,41.97,17.08,22.0,4.24,1.09,52.14
2017-06-07,31.28,9.7,30.03,17.57,0.28,5.4,3.74,18.87,31.28,16.17,37.54,17.57,14.0,6.75,0.94,37.54
2017-06-08,30.62,7.97,29.11,18.15,0.36,4.62,3.49,17.75,30.62,13.28,36.39,18.15,18.0,5.78,0.87,36.39
2017-06-09,35.9,14.26,33.45,17.76,0.43,4.34,3.18,21.29,35.9,23.77,41.81,17.76,21.5,5.42,0.8,41.81
2017-06-10,27.95,11.58,34.72,17.83,0.41,4.69,2.77,23.26,27.95,19.3,43.4,17.83,20.5,5.86,0.69,43.4
2017-06-11,25.7,9.64,32.76,17.9,0.39,4.07,2.61,21.26,25.7,16.07,40.95,17.9,19.5,5.09,0.65,40.95
2017-06-12,29.12,11.03,33.11,18.06,0.46,4.16,2.59,20.84,29.12,18.38,41.39,18.06,23.0,5.2,0.65,41.39
2017-06-13,34.26,10.8,33.63,17.74,0.42,3.8,2.71,20.71,34.26,18.0,42.04,17.74,21.0,4.75,0.68,42.04
2017-06-14,30.36,10.69,33.96,17.19,0.35,4.2,3.01,21.25,30.36,17.82,42.45,17.19,17.5,5.25,0.75,42.45
2017-06-15,44.43,14.79,36.32,17.52,0.38,4.82,3.4,23.71,44.43,24.65,45.4,17.52,19.0,6.03,0.85,45.4
2017-06-16,30.4,10.83,32.66,16.97,0.37,4.49,3.78,21.57,30.4,18.05,40.82,16.97,18.5,5.61,0.94,40.82
2017-06-17,37.85,15.93,35.57,17.8,0.48,4.64,3.63,23.0,37.85,26.55,44.46,17.8,24.0,5.8,0.91,44.46
2017-06-18,34.35,14.98,42.09,17.08,0.45,3.33,3.45,27.63,34.35,24.97,42.63,17.08,22.5,4.16,0.86,42.63
2017-06-19,30.9,13.24,33.78,17.16,0.36,3.94,3.28,22.75,30.9,22.07,42.23,17.16,18.0,4.92,0.82,42.23
2017-06-20,41.05,16.01,32.85,17.68,0.34,3.65,3.32,20.67,41.05,26.68,41.06,17.68,17.0,4.56,0.83,41.06
2017-06-21,34.52,13.29,33.49,17.57,0.34,4.18,3.37,21.16,34.52,22.15,41.86,17.57,17.0,5.22,0.84,41.86
2017-06-22,41.28,14.16,33.41,18.03,0.35,3.73,3.37,20.91,41.28,23.6,41.76,18.03,17.5,4.66,0.84,41.76
2017-06-23,40.51,15.93,34.32,17.45,0.33,3.64,3.38,22.45,40.51,26.55,42.9,17.45,16.5,4.55,0.84,42.9
2017-06-24,41.7,17.23,32.91,7.85,0.43,4.51,4.59,22.74,41.7,28.72,41.14,7.85,21.5,5.64,1.15,41.7
2017-06-25,37.01,17.35,34.46,5.7,0.39,4.2,4.57,22.44,37.01,28.92,43.08,5.7,19.5,5.25,1.14,43.08
2017-06-26,47.17,18.18,30.29,6.53,0.34,4.06,3.67,19.36,47.17,30.3,37.86,6.53,17.0,5.07,0.92,47.17
2017-06-27,53.61,20.41,28.09,18.17,0.35,3.58,3.41,17.92,53.61,34.02,35.11,18.17,17.5,4.47,0.85,53.61
2017-06-28,43.11,16.48,28.52,14.34,0.34,5.07,3.17,18.22,43.11,27.47,35.65,14.34,17.0,6.34,0.79,43.11
2017-06-29,47.86,17.82,32.86,12.04,0.4,4.97,3.06,21.34,47.86,29.7,41.08,12.04,20.0,6.21,0.77,47.86
2017-06-30,60.29,17.56,28.11,12.0,0.31,4.62,2.87,18.08,60.29,29.27,35.14,12.0,15.5,5.78,0.72,60.29
2017-07-01,63.4,17.65,30.37,15.42,0.39,4.78,3.06,20.32,63.4,29.42,37.96,15.42,19.5,5.98,0.77,63.4
2017-07-02,,,,,,,,,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,
2017-07-08,,,,,,,,,,,,,,,,
2017-07-09,,,,,,,,,,,,,,,,
2017-07-10,44.23,19.04,36.21,23.81,0.33,4.69,,22.7,44.23,31.73,45.26,23.81,16.5,5.86,,45.26
2017-07-11,32.55,12.16,31.49,20.65,0.27,4.55,,20.75,32.55,20.27,39.36,20.65,13.5,5.69,,39.36
2017-07-12,32.49,9.73,31.13,23.85,0.28,3.68,,20.96,32.49,16.22,38.91,23.85,14.0,4.6,,38.91
2017-07-13,39.89,14.66,33.08,25.14,0.52,3.47,,21.96,39.89,24.43,41.35,25.14,26.0,4.34,,41.35
2017-07-14,51.71,19.99,25.83,25.72,0.58,11.75,,17.4,51.71,33.32,32.29,25.72,29.0,14.69,,51.71
2017-07-15,69.41,20.69,31.86,21.04,0.48,3.96,,22.93,69.41,34.48,39.83,21.04,24.0,4.95,,69.41
2017-07-16,,,,,,,,,,,,,,,,
2017-07-17,47.28,17.19,29.04,25.96,0.28,4.86,,19.19,47.28,28.65,36.3,25.96,14.0,6.08,,47.28
2017-07-18,39.67,11.71,22.39,27.55,0.3,4.64,,14.08,39.67,19.52,27.99,27.55,15.0,5.8,,39.67
2017-07-19,36.62,14.34,28.78,24.05,0.4,4.24,,19.23,36.62,23.9,35.98,24.05,20.0,5.3,,36.62
2017-07-20,41.76,16.03,33.15,24.12,0.69,3.21,,22.27,41.76,26.72,41.44,24.12,34.5,4.01,,41.76
2017-07-21,,,,,,,,,,,,,,,,
2017-07-22,,,,,,,,,,,,,,,,
2017-07-23,,,,,,,,,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,
2017-07-25,,,,,,,,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,,,
2017-07-27,,,,,,,,,,,,,,,,
2017-07-28,,,,,,,,,,,,,,,,
2017-07-29,,,,,,,,,,,,,,,,
2017-07-30,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,
2017-08-01,,,,,,,,,,,,,,,,
2017-08-02,52.68,13.4,27.83,23.22,0.65,22.98,,18.09,52.68,22.33,34.79,23.22,32.5,28.73,,52.68
2017-08-03,47.82,17.31,30.9,20.21,0.46,5.7,,24.03,47.82,28.85,38.62,20.21,23.0,7.12,,47.82
2017-08-04,33.29,9.38,26.45,23.12,0.36,4.61,,20.17,33.29,15.63,33.06,23.12,18.0,5.76,,33.29
2017-08-05,41.35,15.11,34.3,23.18,0.4,3.79,,25.96,41.35,25.18,42.88,23.18,20.0,4.74,,42.88
2017-08-06,61.5,23.58,39.76,24.85,0.5,4.58,,30.18,61.5,39.3,49.7,24.85,25.0,5.72,,61.5
2017-08-07,52.94,16.42,30.2,25.42,0.38,3.34,,21.76,52.94,27.37,37.75,25.42,19.0,4.17,,52.94
2017-08-08,73.45,29.26,36.89,24.63,0.51,3.76,,28.26,73.45,48.77,46.11,24.63,25.5,4.7,,73.45
2017-08-09,44.11,17.0,34.14,23.73,0.47,4.84,,25.07,44.11,28.33,42.67,23.73,23.5,6.05,,44.11
2017-08-10,42.61,14.84,30.3,21.53,0.34,7.73,,22.04,42.61,24.73,37.88,21.53,17.0,9.66,,42.61
2017-08-11,53.21,24.91,41.5,20.92,0.54,5.23,,31.93,53.21,41.52,41.88,20.92,27.0,6.54,,53.21
2017-08-12,44.53,17.62,70.9,21.05,0.54,4.08,,51.57,44.53,29.37,78.82,21.05,27.0,5.1,,78.82
2017-08-13,60.18,25.12,99.21,17.77,0.55,4.15,,79.36,60.18,41.87,99.21,17.77,27.5,5.19,,99.21
2017-08-14,63.17,23.93,87.99,20.86,0.39,6.3,,65.27,63.17,39.88,87.99,20.86,19.5,7.88,,87.99
2017-08-15,48.02,19.25,74.62,26.71,0.41,4.71,,50.88,48.02,32.08,83.5,26.71,20.5,5.89,,83.5
2017-08-16,34.14,14.02,78.52,25.52,0.43,3.76,,55.58,34.14,23.37,88.4,25.52,21.5,4.7,,88.4
2017-08-17,48.21,17.11,80.44,23.43,0.36,10.38,,59.6,48.21,28.52,,23.43,18.0,12.98,,48.21
2017-08-18,67.52,16.79,77.68,19.48,0.32,4.54,,56.95,67.52,27.98,87.34,19.48,16.0,5.67,,87.34
2017-08-19,46.77,15.39,69.16,29.19,0.38,2.65,,49.02,46.77,25.65,76.64,29.19,19.0,3.31,,76.64
2017-08-20,36.94,12.74,73.58,20.5,0.35,4.1,,50.76,36.94,21.23,82.19,20.5,17.5,5.12,,82.19
2017-08-21,32.8,10.32,65.93,19.46,0.28,3.82,,42.66,32.8,17.2,72.58,19.46,14.0,4.77,,72.58
2017-08-22,30.25,10.49,68.09,21.49,0.32,4.02,,47.15,30.25,17.48,75.29,21.49,16.0,5.02,,75.29
2017-08-23,41.52,17.08,76.67,19.84,0.35,5.72,,54.01,41.52,28.47,86.07,19.84,17.5,7.15,,86.07
2017-08-24,,,,,,,,,,,,,,,,
2017-08-25,,,,,,,,,,,,,,,,
2017-08-26,,,,,,,,,,,,,,,,
2017-08-27,,,,,,,,,,,,,,,,
2017-08-28,27.32,9.19,65.86,23.04,0.31,3.53,,46.62,27.32,15.32,72.49,23.04,15.5,4.41,,72.49
2017-08-29,30.21,10.33,60.62,22.49,0.36,4.01,,41.16,30.21,17.22,65.91,22.49,18.0,5.01,,65.91
2017-08-30,35.17,13.44,79.83,19.71,0.35,4.05,,56.78,35.17,22.4,90.04,19.71,17.5,5.06,,90.04
2017-08-31,68.59,22.66,91.51,20.3,0.45,4.66,,68.22,68.59,37.77,91.51,20.3,22.5,5.83,,91.51
2017-09-01,46.97,18.43,81.97,18.11,0.28,4.43,,58.57,46.97,30.72,81.97,18.11,14.0,5.54,,81.97
2017-09-02,54.36,25.03,87.12,21.55,0.51,3.93,,62.61,54.36,41.72,87.12,21.55,25.5,4.91,,87.12
2017-09-03,45.99,20.48,93.75,22.0,0.43,4.64,,65.87,45.99,34.13,93.75,22.0,21.5,5.8,,93.75
2017-09-04,42.23,16.48,82.88,23.04,0.42,4.63,,54.49,42.23,27.47,82.88,23.04,21.0,5.79,,82.88
2017-09-05,33.08,15.5,83.01,21.42,0.65,4.35,,57.16,33.08,25.83,83.01,21.42,32.5,5.44,,83.01
2017-09-06,57.02,29.26,91.29,25.0,0.49,3.6,,64.95,57.02,48.77,91.29,25.0,24.5,4.5,,91.29
2017-09-07,47.17,25.07,72.48,33.08,0.34,3.81,,43.06,47.17,41.78,80.81,33.08,17.0,4.76,,80.81
2017-09-08,53.29,27.7,90.53,24.51,0.58,3.67,,65.74,53.29,46.17,90.53,24.51,29.0,4.59,,90.53
2017-09-09,48.78,24.85,89.7,21.26,0.46,5.62,,63.48,48.78,41.42,89.7,21.26,23.0,7.03,,89.7
2017-09-10,54.08,29.48,103.91,19.87,0.49,5.02,,78.22,54.08,49.13,103.91,19.87,24.5,6.27,,103.91
2017-09-11,37.45,16.09,76.0,21.58,0.42,6.18,,51.43,37.45,26.82,85.23,21.58,21.0,7.72,,85.23
2017-09-12,41.93,18.03,77.23,22.27,0.42,4.52,,52.58,41.93,30.05,86.78,22.27,21.0,5.65,,86.78
2017-09-13,37.3,19.5,66.9,22.94,0.32,4.18,,42.94,37.3,32.5,73.8,22.94,16.0,5.22,,73.8
2017-09-14,26.85,11.32,72.43,22.48,0.43,5.26,,49.13,26.85,18.87,80.75,22.48,21.5,6.57,,80.75
2017-09-15,26.81,9.41,75.99,23.12,0.34,4.89,,52.52,26.81,15.68,85.22,23.12,17.0,6.11,,85.22
2017-09-16,29.82,13.28,80.66,20.51,0.4,4.53,,57.16,29.82,22.13,,20.51,20.0,5.66,,29.82
2017-09-17,24.98,9.53,69.96,20.44,0.37,5.23,,48.61,24.98,15.88,77.64,20.44,18.5,6.54,,77.64
2017-09-18,23.73,7.42,61.15,22.15,0.39,4.45,,42.39,23.73,12.37,66.57,22.15,19.5,5.56,,66.57
2017-09-19,35.52,12.09,60.59,27.41,0.44,3.78,,39.77,35.52,20.15,65.87,27.41,22.0,4.72,,65.87
2017-09-20,39.94,13.09,70.74,30.06,0.43,4.28,,45.6,39.94,21.82,78.62,30.06,21.5,5.35,,78.62
2017-09-21,32.61,12.28,73.12,25.03,0.33,5.12,,46.56,32.61,20.47,81.61,25.03,16.5,6.4,,81.61
2017-09-22,45.99,16.47,87.75,21.78,0.07,3.88,,60.6,45.99,27.45,87.75,21.78,3.5,4.85,,87.75
2017-09-23,59.26,24.1,87.77,22.75,0.0,5.14,,57.8,59.26,40.17,87.77,22.75,0.0,6.42,,87.77
2017-09-24,59.07,27.05,77.21,28.31,0.0,4.78,,48.94,59.07,45.08,86.75,28.31,0.0,5.98,,86.75
2017-09-25,51.68,23.86,80.01,29.0,0.0,4.39,10.01,52.07,51.68,39.77,,29.0,0.0,5.49,2.5,51.68
2017-09-26,58.9,31.24,87.76,24.03,0.0,2.23,9.22,58.1,58.9,32.1,87.76,24.03,0.0,2.79,2.31,87.76
2017-09-27,67.05,32.71,75.53,28.74,0.0,4.24,8.83,48.4,67.05,34.58,84.64,28.74,0.0,5.3,2.21,84.64
2017-09-28,52.59,30.32,80.25,29.2,0.0,4.09,8.1,45.61,52.59,,,29.2,0.0,5.11,2.02,52.59
2017-09-29,39.16,18.62,78.65,26.69,0.0,3.98,7.82,50.63,39.16,31.03,88.56,26.69,0.0,4.97,1.96,88.56
2017-09-30,59.27,33.09,100.78,18.57,0.62,4.72,7.47,74.35,59.27,35.22,100.78,18.57,31.0,5.9,1.87,100.78
2017-10-01,38.12,21.66,85.59,20.84,0.05,3.14,6.73,59.3,38.12,36.1,85.59,20.84,2.5,3.93,1.68,85.59
2017-10-02,38.55,20.23,91.46,21.54,0.0,4.16,6.51,63.71,38.55,33.72,91.46,21.54,0.0,5.2,1.63,91.46
2017-10-03,31.62,12.58,72.46,24.69,0.0,5.26,5.84,38.38,31.62,20.97,80.78,24.69,0.0,6.57,1.46,80.78
2017-10-04,35.09,15.08,84.3,21.67,0.0,3.48,7.8,60.91,35.09,25.13,84.3,21.67,0.0,4.35,1.95,84.3
2017-10-05,44.55,25.03,73.94,23.72,0.0,3.72,13.19,47.6,44.55,41.72,82.64,23.72,0.0,4.65,3.3,82.64
2017-10-06,48.12,25.18,70.09,27.12,0.0,4.09,12.7,41.89,48.12,41.97,77.81,27.12,0.0,5.11,3.17,77.81
2017-10-07,49.83,24.34,68.44,27.74,0.0,2.93,10.77,42.02,49.83,40.57,75.73,27.74,0.0,3.66,2.69,75.73
2017-10-08,41.81,20.74,64.84,28.07,0.0,3.26,8.6,40.72,41.81,34.57,71.21,28.07,0.0,4.07,2.15,71.21
2017-10-09,38.54,17.05,57.26,29.08,0.0,5.0,7.72,15.47,38.54,28.42,61.69,29.08,0.0,6.25,1.93,61.69
2017-10-10,54.1,26.14,,20.71,0.0,5.59,,0.05,54.1,43.57,,20.71,0.0,6.99,,54.1
2017-10-11,72.31,37.87,,23.01,0.0,4.74,,0.0,72.31,43.3,,23.01,0.0,5.93,,72.31
2017-10-12,37.94,20.91,59.08,22.05,0.0,5.18,21.7,20.41,37.94,34.85,63.97,22.05,0.0,6.47,5.42,63.97
2017-10-13,40.21,19.71,62.68,23.18,0.0,3.89,16.29,55.74,40.21,32.85,68.5,23.18,0.0,4.86,4.07,68.5
2017-10-14,34.65,15.61,66.28,19.94,0.0,4.09,13.77,58.95,34.65,26.02,73.02,19.94,0.0,5.11,3.44,73.02
2017-10-15,33.11,13.86,69.35,16.93,0.0,3.95,11.13,68.07,33.11,23.1,76.88,16.93,0.0,4.94,2.78,76.88
2017-10-16,42.54,20.9,68.01,22.4,0.0,3.82,10.56,66.31,42.54,34.83,75.19,22.4,0.0,4.77,2.64,75.19
2017-10-17,78.69,38.51,81.33,35.72,0.0,5.2,11.44,61.72,78.69,44.38,81.33,35.72,0.0,6.5,2.86,81.33
2017-10-18,81.09,35.76,71.16,51.17,0.0,6.72,11.73,45.24,81.09,39.73,79.15,51.17,0.0,8.4,2.93,81.09
2017-10-19,80.25,37.12,77.44,53.79,0.0,6.39,11.24,48.6,80.25,42.03,87.04,53.79,0.0,7.99,2.81,87.04
2017-10-20,96.76,48.9,86.82,42.63,0.0,5.28,11.88,62.36,96.76,61.93,86.82,42.63,0.0,6.6,2.97,96.76
2017-10-21,94.55,52.9,81.98,30.73,0.0,3.05,13.18,64.69,94.55,68.69,81.98,30.73,0.0,3.81,3.29,94.55
2017-10-22,89.64,49.73,96.93,28.9,0.0,4.06,11.41,74.87,89.64,63.34,96.93,28.9,0.0,5.07,2.85,96.93
